,bands,labels
108,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip100.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip167.tif
109,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip66.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip92.tif
110,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip148.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip81.tif
111,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip140.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip90.tif
112,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip167.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip83.tif
113,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip21.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip225.tif
114,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip181.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip227.tif
115,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip67.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip235.tif
116,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip128.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip149.tif
117,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip83.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip93.tif
118,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip234.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip249.tif
119,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip131.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip75.tif
120,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip169.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip251.tif
121,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip151.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip201.tif
122,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip41.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip136.tif
123,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip233.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip233.tif
124,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip56.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip134.tif
125,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip187.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip181.tif
126,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip113.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip160.tif
127,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip58.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip153.tif
128,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip26.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip114.tif
129,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip162.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip278.tif
130,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip209.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip216.tif
131,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip121.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip94.tif
132,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip110.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip91.tif
133,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip214.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip251.tif
134,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip156.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip28.tif
135,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip154.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip255.tif
136,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip93.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip3.tif
137,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip69.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip87.tif
138,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip170.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip239.tif
139,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip126.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip159.tif
140,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip171.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip144.tif
141,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip78.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip240.tif
142,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip128.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip51.tif
143,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip136.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip72.tif
144,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip153.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip153.tif
145,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip118.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip138.tif
146,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip154.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip179.tif
147,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip65.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip82.tif
148,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip57.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip14.tif
149,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip198.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip102.tif
150,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip142.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip34.tif
151,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip121.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip100.tif
152,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip144.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip115.tif
153,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip241.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip85.tif
154,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip199.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip2.tif
155,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip131.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip124.tif
156,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip105.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip111.tif
157,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip244.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip129.tif
158,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip162.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip46.tif
159,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip157.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip110.tif
160,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip105.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip116.tif
161,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip70.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip57.tif
162,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip45.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip177.tif
163,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip97.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip136.tif
164,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip123.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip275.tif
165,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip204.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip149.tif
166,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip141.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip52.tif
167,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip129.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip211.tif
168,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip59.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip131.tif
169,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip78.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip77.tif
170,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip152.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip87.tif
171,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip113.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip36.tif
172,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip113.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip121.tif
173,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip4.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip26.tif
174,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip51.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip208.tif
175,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip201.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip141.tif
176,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip36.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip158.tif
177,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip3.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip245.tif
178,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip88.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip60.tif
179,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip151.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip143.tif
180,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip80.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011062_20171013_20171024_01_T1_label_chip58.tif
181,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip223.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip124.tif
182,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip198.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip99.tif
183,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip206.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip127.tif
184,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip192.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip122.tif
185,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip114.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip204.tif
186,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip152.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip99.tif
187,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip216.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip126.tif
188,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip18.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip209.tif
189,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip155.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip147.tif
190,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip127.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip162.tif
191,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip213.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip98.tif
192,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip27.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip186.tif
193,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip246.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip69.tif
194,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip262.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip233.tif
195,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip87.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip242.tif
196,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip81.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip131.tif
197,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip7.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip84.tif
198,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip156.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip151.tif
199,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip194.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip140.tif
200,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip136.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip4.tif
201,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip118.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip170.tif
202,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip172.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip84.tif
203,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_116060_20190221_20190221_01_RT_band_chip53.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip121.tif
204,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip82.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip214.tif
205,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip63.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip171.tif
206,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip29.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip265.tif
207,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip225.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip250.tif
208,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip87.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_116060_20190221_20190221_01_RT_label_chip100.tif
209,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip103.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip263.tif
210,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip186.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip160.tif
211,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011062_20171013_20171024_01_T1_band_chip14.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip88.tif
212,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip237.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip137.tif
213,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip205.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip123.tif
214,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_133049_20180225_20180308_01_T1_band_chip79.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_133049_20180225_20180308_01_T1_label_chip157.tif
215,/workspace/_libs/pond_extensive/pond_extensive ecuador_bands/LC08_L1TP_011060_20190426_20190426_01_RT_band_chip88.tif,/workspace/_libs/pond_extensive/pond_extensive ecuador_label/LC08_L1TP_011060_20190426_20190426_01_RT_label_chip23.tif
